Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,consent,prolificid,ubinormal_1,ubipandem_1,shirking_1,shirking_2,shirking_3,unfairrich_1,unfairrich_2,unfairrich_3,unfairdesert_1,unfairdesert_2,unfairdesert_3,irrespnsibility_1,irrespnsibility_2,irrespnsibility_3,value_1,value_2,value_3,efficiency_1,efficiency_2,efficiency_3,expense_1,expense_2,expense_3,stress_1,stress_2,stress_3,cheat_1,cheat_2,cheat_3,personalshirking_1,personaldesert_1,personalirrespon_1,personalvalue_1,personalstress_1,sec4_1,sec4_2,sec4_3,age,gender,country,country_3_TEXT,ladder_1,ladder_2,ladder_3,ladder_4,ladder_5,ladder_6,ladder_7,ladder_8,ladder_9,ladder_10,leftright_1,affected_1
304,07/04/2020 21:03,R_3KI0zSKj3pueRYW,34.83079529,-82.35070038,"I consent, begin the study",5b5f71926ba4e60001b99c15,75,100,21,3,0,50,20,0,10,15,0,70,15,0,60,0,0,30,74,100,82,78,22,90,77,86,59,20,0,0,0,0,19,80,80,0,20,20,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,5,65
291,07/04/2020 21:03,R_1Kg3cxRbB3tswdE,44.2808075,-84.22489929,"I consent, begin the study",5ddae6c686c886a56450ffd9,58,42,61,56,67,62,53,69,54,53,56,69,58,67,60,53,68,65,58,77,51,48,56,60,54,65,60,59,51,20,27,0,50,56,52,65,55,52,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,37,0
404,07/04/2020 21:04,R_33eZwx1C2FKdVwL,33.71879578,-118.0032959,"I consent, begin the study",5e6932389c22471d7fca3e57,13,74,12,16,24,0,0,0,17,30,30,72,14,14,62,50,,0,0,19,79,90,88,79,56,100,21,62,81,0,0,0,11,21,6,34,81,25,Male,USA,,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,30,87
328,07/04/2020 21:04,R_NW4lrmCNQpBWxxf,39.37730408,-74.61229706,"I consent, begin the study",5a876665ae9a0b0001a9fbe3,82,100,30,45,20,38,69,85,40,59,0,80,70,30,100,90,100,80,90,100,100,70,20,100,86,100,50,60,60,10,55,0,85,100,56,45,30,31,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,65,10
473,07/04/2020 21:05,R_3HLbLCnqJnUe1Zm,26.17480469,-98.18699646,"I consent, begin the study",5e50a2f40998b20f411a5f23,75,90,30,70,100,50,50,50,50,40,100,100,60,100,60,50,100,80,100,100,70,50,40,100,100,100,90,70,100,20,50,10,50,100,90,0,30,20,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,34,15
424,07/04/2020 21:06,R_3JfLm8LCffoG9XR,29.41870117,-98.6882019,"I consent, begin the study",5bd39390f92a480001c67a49,100,100,17,0,0,20,8,0,10,10,0,30,30,30,75,63,77,80,80,100,70,35,17,80,80,86,31,11,0,7,0,0,57,67,55,40,40,21,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,0,57
807,07/04/2020 21:06,R_2yl3LDFZjWa8EXD,29.77200317,-95.36440277,"I consent, begin the study",5bf3680162e1bc0001f15a09,97,100,50,100,50,100,100,100,97,25,8,100,100,100,77,50,99,100,100,100,74,59,93,96,98,100,50,100,100,82,0,0,100,99,0,100,100,50,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,100,50
273,07/04/2020 21:07,R_2pPRTfNhCUvtM0c,38.38020325,-75.63469696,"I consent, begin the study",5e29cddff4a305034a1c6cd9,60,100,90,100,76,70,100,54,100,100,30,100,100,50,19,88,19,75,60,100,100,70,95,100,100,100,24,100,41,30,19,0,100,81,35,100,100,43,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,66
338,07/04/2020 21:07,R_3oNENOP64CSwNd8,36.17689514,-86.73390198,"I consent, begin the study",5c203158d784820001a63805,81,90,20,20,20,30,30,25,30,29,20,65,70,40,70,80,80,80,80,85,70,80,90,80,80,95,90,90,90,100,30,0,80,30,11,100,86,31,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,40,61
408,07/04/2020 21:07,R_Wii7inoXshA6cfL,39.05369568,-94.59059906,"I consent, begin the study",57a08ec3dcff7d0001c7ce99,60,92,24,60,13,81,81,33,9,7,0,50,75,38,100,85,95,54,76,97,81,43,12,55,62,91,70,70,62,33,50,0,50,30,82,27,13,38,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0,20
187,07/04/2020 21:07,R_10UFzaTgj5rhInF,26.38519287,-80.17669678,"I consent, begin the study",5cb41daa19eba30012701245,70,81,100,100,100,70,71,80,68,66,76,100,100,100,100,100,100,71,72,79,100,100,100,100,100,100,49,49,53,0,50,0,50,100,0,0,50,24,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,50,29
236,07/04/2020 21:09,R_3pbTzbbtzx3zfng,47.83880615,-122.1985016,"I consent, begin the study",5a50737f76d1c60001aa98d5,61,84,39,80,38,72,80,38,62,58,29,70,69,26,94,70,88,71,60,81,92,92,41,93,70,88,61,80,35,30,39,0,62,71,29,21,77,43,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,50,25
276,07/04/2020 21:09,R_3JCrO5Z3obE0nBb,39.9776001,-75.30989838,"I consent, begin the study",5d7c49ec90d1320001d7cbc7,90,95,30,25,6,30,10,10,5,0,0,35,5,0,80,95,100,100,100,100,70,50,65,100,100,100,66,80,33,0,0,0,95,79,15,25,65,34,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,13,45
639,07/04/2020 21:10,R_VOwfUVXTLAul7KV,28.021698,-80.53949738,"I consent, begin the study",5b682b0d54dcae0001a36834,0,0,100,100,100,56,56,55,100,100,90,50,0,0,0,0,0,30,0,2,100,100,100,25,0,0,9,47,53,100,100,10,50,30,20,60,20,58,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,65,70
230,07/04/2020 21:10,R_2UW87Lpy6vnJch7,41.53489685,-75.94719696,"I consent, begin the study",5a89bfd0f49c9a0001f3a54e,71,95,12,50,12,15,50,87,0,20,0,50,81,16,100,70,85,97,68,100,50,81,9,86,61,94,92,51,3,0,0,0,70,100,80,85,75,34,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,11,65
370,07/04/2020 21:10,R_bE38ctIyMTP985j,45.48869324,-122.5091019,"I consent, begin the study",5d8a65b2aea1ac0019a5a588,35,45,100,100,100,8,7,7,65,65,65,100,80,60,40,40,40,60,40,60,80,75,75,90,40,61,20,40,40,60,70,0,30,70,40,40,25,23,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,40,60
342,07/04/2020 21:10,R_2Qm1QjJyggylvzI,35.59469604,-82.55449677,"I consent, begin the study",5c380444bef9a20001e3b62b,100,100,20,20,10,70,70,85,30,30,15,60,60,40,100,100,100,100,75,100,75,75,90,100,80,100,70,70,85,0,30,10,80,100,50,75,60,26,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,50
368,07/04/2020 21:10,R_3Re0bHu8GP17Ztj,29.70080566,-95.19609833,"I consent, begin the study",5cd7dc35efab0c0015d082da,80,100,10,10,0,10,10,0,30,80,100,10,0,0,80,80,100,80,80,100,60,20,0,80,80,100,40,20,0,0,20,0,70,70,80,30,70,62,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,0,80
132,07/04/2020 21:10,R_3qI2ZyTYYRf1xaE,39.86560059,-75.0943985,"I consent, begin the study",5c3d52476d874c0001bd8f81,75,93,69,86,73,80,95,60,66,80,32,75,100,62,67,69,78,81,75,99,100,100,100,70,77,93,67,31,22,20,7,0,74,68,74,84,78,27,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,56,74
250,07/04/2020 21:11,R_3PYxIKDXPijk7Dx,44.91740417,-92.94779968,"I consent, begin the study",5e5745b04c979110e25d7257,65,80,40,60,50,70,80,80,50,50,30,70,50,50,70,70,80,60,70,80,50,50,80,80,70,90,50,80,80,20,30,60,50,79,50,80,81,24,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,30,30
200,07/04/2020 21:11,R_3nHoT5RVmioOQf4,30.2881012,-97.76399994,"I consent, begin the study",5cbf3fa5ccba2400170f1e51,30,54,88,89,12,23,61,15,61,87,34,67,87,24,13,66,41,54,33,59,90,93,94,70,51,92,7,37,69,74,63,66,78,72,32,0,43,21,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,56,83
158,07/04/2020 21:12,R_3hneUOoc9U0GCUv,47.61309814,-122.2052994,"I consent, begin the study",5d448bd8de2d3a00187077ea,0,5,100,100,100,0,0,0,100,100,50,100,100,100,0,0,0,100,50,50,100,100,100,100,100,100,100,100,0,83,50,75,50,100,50,77,50,21,Male,USA,,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,62,83
328,07/04/2020 21:12,R_1kRJ4tvInpbPXO3,38.85029602,-104.8566971,"I consent, begin the study",5dbb43a3e3363013e84f88bf,80,90,30,15,0,10,5,0,10,10,0,10,10,0,50,0,0,90,75,75,10,50,10,70,70,100,80,40,0,0,0,0,0,60,90,30,30,33,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,60,70
325,07/04/2020 21:12,R_32Xg0Fp8kSPcwEo,41.37219238,-82.10870361,"I consent, begin the study",57581be800ca3200072679b3,0,20,100,100,25,19,56,20,85,100,19,100,100,75,100,60,36,0,11,79,100,100,43,0,37,77,0,100,61,0,91,0,8,35,65,88,22,44,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,77,65
239,07/04/2020 21:13,R_1lacVzhfcb1ttdQ,38.74809265,-77.23829651,"I consent, begin the study",58be2fc3bfc0f4000179f3c5,68,92,41,45,25,11,9,8,40,44,19,71,60,37,62,66,61,92,81,88,70,61,44,91,70,86,60,60,43,18,31,56,59,95,43,32,53,48,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,68,66
226,07/04/2020 21:14,R_3dQFL6QEmhgDBZV,40.57949829,-73.98889923,"I consent, begin the study",5a9aa80d1ade740001b8fcf1,91,0,27,27,44,70,29,87,19,21,20,61,63,81,100,100,100,100,91,100,100,100,100,100,100,100,91,88,88,19,0,0,72,100,81,81,27,36,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,18,73
292,07/04/2020 21:15,R_1GxCkko98lV8fl8,33.50379944,-112.0252991,"I consent, begin the study",5b0739faa84dcf0001bef230,90,100,52,78,5,80,62,86,20,64,10,70,91,24,100,100,100,100,92,100,80,60,90,100,100,100,91,71,93,3,0,10,100,100,62,100,16,46,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,13,60
304,07/04/2020 21:15,R_UtIeUxZNsO3gNYR,39.29910278,-80.24289703,"I consent, begin the study",570d891d42a1db000fc65b4d,91,100,70,70,95,20,24,0,15,15,0,70,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,61,100,90,100,81,43,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,60,60
318,07/04/2020 21:15,R_xng1IIyTSoOUJdT,30.00740051,-90.11499786,"I consent, begin the study",586974bc127d7700018b0e1c,60,83,20,20,12,30,40,20,45,37,24,24,25,15,91,75,100,75,66,93,62,54,28,81,71,90,35,33,24,10,30,25,85,100,30,63,47,44,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,15,20
275,07/04/2020 21:16,R_1cS8MpT5J1krWlV,40.85650635,-74.12310028,"I consent, begin the study",5e3cba059e9d0b0b3663c90c,70,90,0,20,20,0,0,10,30,25,0,40,60,30,100,80,100,60,70,100,100,70,30,100,100,100,40,60,100,0,40,0,90,80,50,20,70,18,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,80
193,07/04/2020 21:16,R_28Njy3T288CPEZG,41.7454071,-86.13870239,"I consent, begin the study",5d49dd914aff6e0001fb6eaf,33,68,65,65,83,34,15,87,50,21,74,80,33,83,50,44,77,50,50,74,50,19,78,50,40,81,84,36,76,50,50,16,32,78,32,50,71,27,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,54,90
737,07/04/2020 21:17,R_3qq80akm4agaKwd,32.78939819,-83.68070221,"I consent, begin the study",5d9a1d25ada432001272773e,30,90,81,76,16,29,68,68,60,74,75,82,69,69,83,50,88,87,88,88,88,83,86,80,50,92,50,50,50,1,50,0,82,96,50,77,75,34,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,50
185,07/04/2020 21:17,R_3finLHx3Il6lYNI,41.92089844,-87.70429993,"I consent, begin the study",58b254783f055f0001defb3c,71,72,21,18,19,59,54,78,23,27,17,34,41,35,68,61,65,84,72,79,72,63,71,81,62,72,70,67,57,11,19,7,69,69,57,26,54,32,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,16,29
588,07/04/2020 21:18,R_1MQiXQaSzsLXtLy,37.89190674,-122.2635956,"I consent, begin the study",5aead976854c900001867655,90,100,60,20,5,60,60,30,20,10,0,30,25,5,80,80,100,95,90,100,20,20,5,95,90,100,60,30,10,40,20,1,90,100,30,30,40,22,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,5,70
225,07/04/2020 21:18,R_2CTF5hoifWgtuXn,40.03640747,-75.22190094,"I consent, begin the study",55a82361fdf99b058cb281bd,51,60,15,50,65,30,55,70,30,50,40,20,0,0,60,70,81,80,50,100,60,71,86,80,80,100,35,50,0,0,20,15,50,60,40,55,40,32,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,60,60
390,07/04/2020 21:18,R_3EWIUNeXKTYwWDu,26.69320679,-81.91290283,"I consent, begin the study",5afa9aef33b0ee00011eff91,0,80,100,50,100,100,50,100,100,0,100,100,9,25,20,20,100,0,0,100,100,100,100,26,26,100,78,66,73,68,84,17,50,67,100,100,60,26,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,18,70
240,07/04/2020 21:19,R_3D6mBxDqzcqYp7O,33.87800598,-83.89230347,"I consent, begin the study",5cf9ffc18af2720019b03310,75,93,21,46,59,19,30,29,15,66,73,10,56,73,69,69,82,62,66,81,61,62,75,25,55,63,32,64,82,0,0,0,71,79,6,7,78,19,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,11,52
215,07/04/2020 21:19,R_W8P3I1RJDNDQzcd,38.00309753,-121.9171982,"I consent, begin the study",5c5c9820676a2800013ebf79,100,100,0,0,0,100,0,0,0,0,0,19,0,0,86,100,100,100,100,100,81,100,100,100,100,100,50,50,50,0,7,0,73,76,100,19,77,43,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,0,80
702,07/04/2020 21:20,R_279bqVLX5pgY3XO,44.33509827,-93.98110199,"I consent, begin the study",5d50e159e02e5500012bc23d,70,100,65,0,97,23,0,100,0,0,100,2,4,100,1,0,100,94,2,100,100,0,100,100,0,100,2,0,100,1,100,0,0,3,0,6,8,33,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,93,88
245,07/04/2020 21:20,R_31im4foDcA1wNqU,46.86410522,-122.8493042,"I consent, begin the study",5de79ec9d124b271b3528aa9,0,50,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,60,60,60,100,100,100,80,100,100,29,50,50,0,0,0,0,100,50,75,0,29,Male,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,95,70
378,07/04/2020 21:20,R_2bNRR3UtJCy2ryI,30.55180359,-81.81809998,"I consent, begin the study",5c8e31fada2d460001ddf0db,88,100,27,27,27,80,80,80,10,10,10,40,40,40,100,100,100,100,100,100,68,88,100,100,100,100,12,12,23,0,0,0,100,100,100,100,100,30,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,18,11
395,07/04/2020 21:20,R_1K1k9pSnk5I5w05,47.14430237,-122.2545013,"I consent, begin the study",5c546de9aba7d60001f1eff4,90,100,60,60,60,50,66,88,27,25,0,63,63,63,50,50,60,58,58,73,100,100,100,100,100,100,50,50,50,37,4,0,61,100,25,0,30,25,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,34,72
228,07/04/2020 21:20,R_2z6MGg1eRonwH5g,32.89639282,-96.8635025,"I consent, begin the study",5c1813d5d2790700010a718f,19,19,62,92,20,66,70,10,15,90,12,64,91,62,18,7,8,73,7,82,88,94,85,63,12,94,14,81,27,2,0,0,7,21,5,62,41,26,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,29,31
446,07/04/2020 21:20,R_2s09lP6yHTjfjOm,39.37089539,-76.8003006,"I consent, begin the study",5e0f7a6054e2f0683933c085,100,100,61,100,16,100,100,100,0,100,100,100,100,100,0,100,100,72,100,100,100,100,100,81,100,100,81,100,100,0,0,0,100,0,0,100,100,37,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,51,100
284,07/04/2020 21:21,R_3HoTN0iiLqB1KGn,39.67379761,-104.9324036,"I consent, begin the study",55afd54efdf99b4099d5735f,80,95,15,50,20,22,50,50,19,92,100,31,75,71,97,85,95,80,82,93,100,83,97,100,83,92,50,50,50,7,8,3,50,17,68,89,92,69,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,9,17
243,07/04/2020 21:21,R_3neE3pXPee0CmBQ,20.88139343,-156.478302,"I consent, begin the study",5c145ab0ea3b6c0001f764ae,80,80,57,57,19,68,37,37,40,38,25,64,67,33,70,39,70,75,75,88,88,65,78,81,33,72,59,38,43,0,33,0,78,78,25,74,100,18,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,50,60
338,07/04/2020 21:21,R_2CIkHa5cwRdmCWr,33.74850464,-84.38710022,"I consent, begin the study",5dc985b81d8f6b6b489e6d95,80,68,70,86,95,73,63,84,100,73,91,72,82,90,82,68,82,66,60,94,70,63,84,60,69,96,78,72,91,65,82,100,82,18,34,40,77,32,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,96,60
457,07/04/2020 21:22,R_2QLOhhAmZ4nFvgk,29.83230591,-95.73600006,"I consent, begin the study",5e83e51cb7a9de143b3bf91d,72,100,50,50,5,67,50,50,0,50,50,71,50,50,90,90,90,100,100,100,77,50,50,99,99,99,50,50,50,50,0,0,50,100,50,100,50,24,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,72
476,07/04/2020 21:22,R_1SvOd66HoVogJ5D,40.81419373,-81.93869781,"I consent, begin the study",572cd18388902e000e1e3fae,85,98,35,80,10,60,30,90,25,20,0,60,80,40,100,100,100,80,100,100,75,20,0,80,100,100,40,75,20,30,30,60,90,100,30,60,35,25,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,30,70
406,07/04/2020 21:23,R_3h0dI5E2oYL4wSx,33.43739319,-111.8007965,"I consent, begin the study",5e45ebd018bf820d2cb9ebab,90,95,10,0,0,35,35,10,30,30,5,80,5,5,95,75,95,100,90,100,100,100,100,100,100,100,50,50,50,15,25,25,100,100,10,100,70,37,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,70
548,07/04/2020 21:24,R_1o5RyjdO7Qqhx3t,39.10009766,-94.57820129,"I consent, begin the study",5c8570c3bce73c00178c4dc6,93,100,30,40,53,62,14,68,1,1,1,62,0,64,97,42,98,100,100,100,82,70,99,100,50,100,100,50,71,5,2,3,94,100,34,52,68,48,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,11,80
364,07/04/2020 21:24,R_qxA7BvpLw2EIUhj,33.60800171,-111.7232971,"I consent, begin the study",5c7d88ba719aaf00019fff48,70,100,80,85,20,70,90,60,80,85,40,70,80,30,40,70,80,80,70,95,80,90,30,90,80,100,80,75,20,40,70,25,65,90,80,90,90,45,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,70,70
381,07/04/2020 21:25,R_1kHBaQptIfujGeO,36.35279846,-119.300705,"I consent, begin the study",56ee521a65ca4d000cc39e55,100,100,30,80,0,60,70,25,50,50,0,50,90,20,90,90,100,90,90,100,70,80,50,80,90,100,80,80,100,20,10,0,100,100,50,70,70,42,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,10,25
430,07/04/2020 21:26,R_rqbUejVRE4HDfvX,33.96870422,-118.0370026,"I consent, begin the study",5d547584d98e450001b3ea7e,81,100,100,100,0,100,100,100,100,100,0,100,100,100,0,100,100,71,100,100,100,100,0,100,74,100,0,100,100,100,100,0,100,100,100,100,100,27,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,74,100
249,07/04/2020 21:26,R_2uQIcMCFs8jTS8c,29.65179443,-95.51760101,"I consent, begin the study",5d250d243eea32001a079a3b,11,72,84,100,9,100,83,80,43,50,50,76,74,17,20,77,81,71,53,98,100,100,100,73,72,97,29,85,100,80,76,26,50,50,26,83,19,27,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,30,38
320,07/04/2020 21:26,R_1eFqkpcrK52qakQ,33.01989746,-97.21299744,"I consent, begin the study",5a9aa65f89de8200013f06a4,31,22,35,71,75,73,68,15,83,82,30,82,71,7,75,69,49,68,60,36,92,70,21,76,82,61,72,80,38,35,65,0,64,72,80,72,60,40,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,72,63
253,07/04/2020 21:26,R_28CDJ9mun5oGpNg,40.80000305,-73.9763031,"I consent, begin the study",59d00fa4a5bbdd0001bf477f,83,100,28,22,0,50,60,60,0,13,0,50,50,16,95,84,100,70,84,100,36,77,100,100,95,100,90,82,100,8,0,8,90,92,91,91,92,31,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,12,93
248,07/04/2020 21:28,R_1EgvzK9pa0eDbCe,32.96569824,-96.88249969,"I consent, begin the study",5e82d6d1f44676000a274347,82,92,42,38,20,69,73,29,57,37,91,63,65,71,72,79,84,71,60,80,59,55,27,77,67,95,60,61,38,12,24,10,77,89,64,38,54,22,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,53,64
235,07/04/2020 21:29,R_TcjLMschsouOv8R,37.37930298,-122.1199951,"I consent, begin the study",5c3a925919ceb400010c9344,14,70,33,25,87,56,40,73,80,75,20,83,77,26,71,62,89,81,32,100,70,75,13,81,33,75,74,60,100,28,71,0,73,74,61,35,29,19,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,74,74
220,07/04/2020 21:29,R_1Ns0Tu7CSOjuZws,33.05619812,-117.2687988,"I consent, begin the study",5e0f6a1c4d6bf1698d37bba6,33,57,71,70,30,40,29,55,64,67,46,71,75,30,27,30,55,37,42,55,74,58,42,54,46,62,26,37,62,40,61,28,30,50,33,55,52,22,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,50,30
826,07/04/2020 21:29,R_3JDl0xfDpPR9bj1,42.2256012,-83.39589691,"I consent, begin the study",5d55449b00f7c60001abe155,0,0,100,100,36,0,17,18,100,85,72,62,0,0,0,0,0,0,0,0,100,0,0,0,0,17,0,0,0,85,100,0,0,0,0,72,60,29,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,60,83
401,07/04/2020 21:29,R_RJJeQdqruwc6AOR,37.13619995,-80.41249847,"I consent, begin the study",5e71037dea647c000ac49f12,80,100,20,50,20,90,10,20,40,80,100,30,60,20,90,50,80,50,60,80,90,30,1,70,90,100,60,30,30,20,40,0,70,100,40,20,90,22,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,30,40
123,07/04/2020 21:29,R_3Kr5ATFwNLYEQGx,28.11309814,-81.62409973,"I consent, begin the study",5ba2877a7590cc0001b50d0f,100,100,18,29,0,50,41,0,0,23,0,50,50,24,100,85,100,60,73,100,74,75,100,100,82,100,57,64,29,0,0,75,100,100,56,100,100,37,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,0,56
231,07/04/2020 21:29,R_DBv2teNl9NkJOSt,28.30360413,-81.5911026,"I consent, begin the study",5e39e5e27afaad205038827e,0,70,100,97,100,100,0,75,100,100,98,100,100,93,91,63,51,100,76,77,100,100,100,100,100,100,80,77,79,0,100,0,0,89,0,37,12,18,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,35,100
234,07/04/2020 21:29,R_294HmBTgZpkaV2X,26.82380676,-80.14070129,"I consent, begin the study",5d2def2b841b740019bfb7a7,100,100,0,0,0,0,0,0,0,0,0,0,5,0,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,0,0,0,100,100,0,50,72,31,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,0,72
237,07/04/2020 21:30,R_3NECs4xA6Jbv8S0,61.20339966,-149.7595062,"I consent, begin the study",5c802d06948f9c00017b3eb2,100,100,10,25,0,27,15,0,12,39,0,42,61,6,94,93,100,90,95,100,96,82,100,100,95,100,94,99,100,0,19,0,100,35,100,86,75,35,Male,USA,,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,11,56
347,07/04/2020 21:30,R_1NbidOWYOnDdXOZ,41.97200012,-87.75959778,"I consent, begin the study",5e66aaf3d698d54339ab1828,35,80,40,45,80,90,90,90,0,90,100,85,70,30,25,80,100,40,70,95,80,80,10,90,75,90,40,60,25,10,20,75,30,80,50,0,25,30,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,40
373,07/04/2020 21:30,R_RejfXgGKXld9JcJ,33.31990051,-112.0675964,"I consent, begin the study",5c8b30af1a9e6500010eabfb,70,80,50,50,70,30,30,40,30,30,40,60,60,50,70,70,80,60,60,80,70,70,70,50,50,70,50,50,60,20,50,20,60,50,40,30,50,37,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,50,40
181,07/04/2020 21:32,R_10ZqSKqMNmepEdr,41.79379272,-72.85810089,"I consent, begin the study",5d0f8ab43382180019625865,85,100,40,0,0,0,0,0,0,0,0,60,0,0,100,100,100,100,100,100,100,100,40,85,85,100,40,71,30,0,0,0,91,92,85,65,55,35,Male,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,45,56
312,07/04/2020 21:32,R_3JqMKlZrnu4CihE,42.2256012,-83.39589691,"I consent, begin the study",561ddffa3d7fe8000d0f5ff3,9,90,97,98,1,100,100,14,100,100,2,15,96,0,97,18,100,100,17,100,100,100,100,97,71,100,9,9,100,19,78,0,12,70,82,68,78,26,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,74
324,07/04/2020 21:32,R_3iQr15UfoRZmQKG,40.05349731,-83.01869965,"I consent, begin the study",5c64c8ce608a000001fbb3d9,80,100,30,25,0,80,60,10,25,25,10,35,30,10,80,75,90,70,50,65,65,40,20,65,80,95,40,40,40,0,0,0,50,50,20,0,5,19,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,10,30
517,07/04/2020 21:32,R_215sOZDVihAb04s,47.57310486,-122.7046051,"I consent, begin the study",5ddd83924fee99ce7e018b27,20,30,75,49,49,100,0,0,10,10,10,50,50,25,0,14,16,25,50,75,100,20,30,25,19,50,21,20,20,0,0,0,0,25,0,50,50,50,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,68,86
470,07/04/2020 21:32,R_9z6hYiYg66y3fih,38.4539032,-90.32800293,"I consent, begin the study",5a51325776d1c60001aaa269,55,72,38,64,28,29,22,18,54,80,52,54,68,42,66,45,36,58,65,68,40,72,38,72,60,68,30,78,66,18,46,3,60,78,70,25,30,26,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,14,64
