age,Ethnicity..Simplified.,Highest.education.level.completed,Household.Income..USD...US.participants.only.,Sex,ideo,pid,ts_1,ts_2,ts_3,ts_4,ts_5,ts_6,ts_7,nfclosure_1,nfclosure_2,nfclosure_3,nfclosure_4,nfclosure_5,nfclosure_6,auth1,auth2,auth3,auth4,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,pb_1,pb_2,pb_3,pb_4,pb_5,pb_6,panic_b,gov_effect_1,gov_effect_2,gov_effect_3,seri_you_1.x,State,range,Number_of_cases_in_their_state,community.transmision,nfcl2_1,nfcl2_2,nfcl2_3,nfcl2_4,nfcl2_5,nfcl2_6,nfcl2_7,nfcl2_8,nfcl2_9,NaID_1,NaID_2,NaID_3,NaID_4,RaceID_1,RaceID_2,RaceID_3,RaceID_4,nfcog_1,nfcog_2,nfcog_3,nfcog_4,nfcog_5,nfcog_6,seri_you_1.y,covid_consp_1,covid_consp_2,covid_consp_3,pb_w2_1,pb_w2_2,pb_w2_3,pb_w2_4,pb_w2_5,pb_w2_6
20,White,Undergraduate degree (BA/BSc/other),$60000–$69999,Male,6,5,5,5,6,4,4,5,4,4,5,5,5,6,4,2,1,2,1,6,4,5,3,5,3,3,5,4,3,5,2,3,3,1,4,5,2,1,Virginia,101 to 500,391,"Yes, defined area(s)",1,4,1,1,1,3,6,3,1,6,1,6,1,1,6,1,5,4,4,2,4,4,4,5,1,1,1,2,2,2,2,2,2
39,White,Undergraduate degree (BA/BSc/other),$30000–$39999,Female,2,2,6,1,1,1,1,6,1,1,1,1,2,1,1,2,2,2,1,2,1,7,7,1,1,7,7,3,2,1,2,2,1,2,3,5,4,2,Delaware,101 to 500,104,"Yes, defined area(s)",3,2,2,1,1,1,2,5,1,4,4,4,4,5,3,5,3,3,2,2,3,4,3,1,1,1,1,2,1,1,1,1,1
19,Other,Technical/community college,$50000–$59999,Male,5,4,3,2,3,3,4,2,1,3,3,4,NA,2,1,2,1,2,2,3,2,7,7,5,5,3,6,3,3,1,2,2,1,2,5,6,4,2,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,1
18,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,2,1,5,5,2,2,1,3,2,6,5,5,5,5,2,1,2,1,1,6,1,6,7,2,3,7,7,3,2,1,1,2,3,1,3,6,2,1,California,1001 to 5000,2511,"Yes, widespread",5,2,3,1,3,3,2,5,5,2,6,6,6,3,5,2,6,4,5,2,2,4,5,2,4,2,1,3,2,1,2,2,3
30,White,Technical/community college,$40000–$49999,Male,4,4,4,4,2,2,4,1,2,5,5,6,4,3,3,1,2,1,2,3,3,5,3,2,2,3,3,4,5,1,3,3,4,2,2,6,5,2,Colorado,501 to 1000,921,"Yes, widespread",5,5,4,2,5,4,4,4,3,1,5,1,5,1,5,3,6,4,4,2,2,2,2,2,1,1,1,3,4,3,3,2,2
25,White,Undergraduate degree (BA/BSc/other),$40000–$49999,Male,2,2,1,6,5,6,6,2,5,4,4,7,6,7,1,1,2,1,1,1,1,7,7,1,1,7,7,4,3,1,2,4,1,1,5,5,6,1,Missouri,101 to 500,255,Undetermined,6,2,7,1,4,6,2,7,5,2,6,1,7,3,5,2,6,4,4,1,1,5,4,2,1,1,1,3,3,2,2,3,1
56,White,High school diploma/A-levels,$10000–$15999,Female,6,5,6,1,1,1,1,6,1,1,1,2,1,1,1,2,1,2,1,2,1,1,5,7,6,5,6,4,2,1,2,1,2,1,6,3,4,1,Georgia,1001 to 5000,1119,"Yes, widespread",3,2,3,2,1,3,2,4,2,1,7,7,7,1,7,1,7,2,2,4,3,4,2,1,6,4,2,4,2,1,3,3,4
29,Black,Undergraduate degree (BA/BSc/other),$100000–$149999,Male,4,4,5,2,2,2,2,5,4,6,6,6,6,6,4,1,2,1,1,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,5,5,3,4,Texas,501 to 1000,715,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
25,White,Technical/community college,$70000–$79999,Male,2,3,4,3,3,3,2,4,2,2,2,3,4,4,3,1,2,1,1,1,1,7,7,1,1,7,7,4,3,1,5,4,1,2,1,2,4,1,Arizona,101 to 500,326,"Yes, widespread",4,3,5,2,2,3,3,6,4,2,6,2,6,2,6,2,6,3,4,2,2,4,4,1,1,1,1,4,3,1,4,5,2
43,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,8,7,1,6,6,6,6,1,6,4,7,7,7,7,1,2,1,2,2,7,7,7,7,4,1,7,7,1,1,1,1,1,1,1,7,7,4,1,Kentucky,101 to 500,163,Undetermined,7,1,7,7,1,7,1,7,7,1,4,1,4,1,4,1,4,5,5,1,1,5,5,1,4,1,1,1,1,1,1,1,1
67,White,High school diploma/A-levels,$40000–$49999,Female,7,7,2,1,1,5,1,4,1,1,1,1,1,1,2,2,1,1,2,5,1,6,7,6,6,6,6,1,1,1,1,1,1,1,7,7,6,1,Arizona,101 to 500,326,"Yes, widespread",3,3,3,1,2,5,3,3,2,6,2,6,2,5,3,2,3,4,4,1,2,4,4,1,1,1,1,1,1,1,1,1,2
34,Asian,Undergraduate degree (BA/BSc/other),$70000–$79999,Male,2,2,5,2,3,2,1,6,1,2,1,3,3,4,2,1,2,2,1,1,1,7,7,1,1,7,7,4,1,1,3,3,1,2,2,5,1,1,California,1001 to 5000,2511,"Yes, widespread",3,2,2,1,1,1,2,3,2,3,5,3,5,3,4,3,5,3,2,4,4,2,2,1,3,1,1,2,1,1,4,2,1
25,White,Technical/community college,$10000–$15999,Male,1,1,5,1,5,2,4,5,4,3,5,3,2,2,4,1,2,1,1,5,2,6,7,2,5,7,7,1,1,1,1,1,1,1,7,7,7,1,Georgia,1001 to 5000,1119,"Yes, widespread",2,5,5,6,5,6,5,7,2,1,7,1,7,2,6,1,6,4,4,1,1,4,5,1,1,1,1,1,1,1,1,1,1
21,Asian,Undergraduate degree (BA/BSc/other),More than $150000,Female,2,2,5,2,2,3,2,5,2,2,2,4,3,2,3,2,2,1,1,6,6,6,5,4,3,4,5,4,2,1,2,1,1,1,1,5,2,1,New York,5001 or more,26358,Yes (defined area or widespread),3,3,3,2,3,2,3,5,3,3,3,6,3,2,2,7,3,4,3,2,2,4,4,1,1,1,1,4,3,1,2,2,1
51,White,Technical/community college,$100000–$149999,Male,8,7,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,4,1,7,4,7,7,4,7,4,3,1,3,4,1,1,5,2,1,2,Kansas,51 to 100,98,Undetermined,2,2,3,2,3,3,2,5,2,6,2,6,2,2,6,2,6,2,4,2,2,4,4,4,5,5,1,3,2,1,1,2,1
57,White,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,2,2,5,3,3,3,1,3,4,3,2,2,3,2,3,1,2,1,1,3,1,7,6,4,2,5,5,2,2,1,2,1,1,1,5,6,6,3,Arkansas,101 to 500,230,"Yes, defined area(s)",3,5,5,2,3,5,4,3,4,3,5,3,5,3,6,3,5,3,5,2,3,5,5,3,1,1,1,4,3,2,3,3,1
36,Black,Undergraduate degree (BA/BSc/other),$90000–$99999,Female,1,2,6,3,5,4,3,5,4,2,2,1,4,3,1,2,1,2,1,1,1,7,7,1,1,7,7,4,3,1,4,5,1,2,1,6,7,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,White,Graduate degree (MA/MSc/MPhil/other),$40000–$49999,Female,7,6,4,3,3,5,2,3,3,2,3,3,4,2,2,2,2,2,2,5,1,4,6,5,5,3,4,1,1,1,1,1,1,1,6,5,2,5,Michigan,1001 to 5000,1791,"Yes, defined area(s)",2,2,6,2,5,6,3,6,3,2,5,2,6,2,5,4,5,3,3,2,2,4,4,5,2,1,1,1,1,1,1,1,1
35,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Male,7,6,2,1,2,2,2,3,3,3,3,3,4,4,3,2,2,2,1,3,1,5,5,6,2,6,7,1,1,1,1,1,1,1,5,5,1,1,Kansas,51 to 100,98,Undetermined,3,2,3,3,5,5,2,6,3,6,1,5,2,2,7,2,6,4,5,2,1,4,5,2,1,1,1,1,1,1,1,1,1
21,Asian,Undergraduate degree (BA/BSc/other),$20000–$29999,Male,4,4,1,2,3,1,1,2,1,1,1,3,3,1,1,1,2,1,1,3,1,7,7,5,1,6,7,1,1,1,1,2,2,2,2,2,3,1,Texas,501 to 1000,715,Undetermined,3,6,3,3,1,2,1,7,3,5,5,3,5,3,5,2,5,4,4,2,2,4,4,1,1,1,1,3,3,1,1,3,1
34,Mixed,Undergraduate degree (BA/BSc/other),$100000–$149999,Male,6,5,2,2,2,2,2,4,3,3,3,3,3,2,2,2,1,2,2,4,4,4,3,1,5,4,6,3,3,1,1,4,1,2,6,3,1,5,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",3,5,3,3,4,3,3,5,4,5,3,5,3,5,3,5,4,2,4,2,4,3,3,4,2,2,2,3,3,1,2,3,1
28,White,Technical/community college,$50000–$59999,Female,5,4,2,5,2,6,3,1,4,3,7,4,5,2,3,1,2,1,1,1,1,7,7,6,1,4,6,1,1,1,1,1,1,1,3,5,4,3,Oklahoma,101 to 500,106,"Yes, widespread",3,3,6,2,2,2,3,7,5,7,7,1,4,1,7,1,7,2,4,2,3,4,4,3,1,1,1,1,1,1,1,2,1
23,Mixed,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,1,1,6,1,1,2,1,6,1,2,2,2,3,3,2,1,2,1,1,2,1,7,7,1,1,7,7,1,1,1,1,1,1,1,1,6,6,1,Wisconsin,101 to 500,457,"Yes, defined area(s)",6,2,6,2,3,5,3,5,5,1,6,2,6,6,3,6,3,4,4,2,2,4,4,1,1,1,1,2,2,1,1,1,1
33,White,Graduate degree (MA/MSc/MPhil/other),$90000–$99999,Male,2,2,4,3,3,3,3,5,2,2,1,2,3,3,2,2,2,2,1,5,5,3,4,3,5,4,7,3,4,1,2,4,1,2,6,5,2,2,Georgia,1001 to 5000,1119,"Yes, widespread",5,2,5,3,2,2,2,7,3,7,2,6,2,6,3,5,3,3,4,2,2,4,4,2,1,1,1,NA,NA,NA,NA,NA,NA
68,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Female,2,2,4,1,1,4,4,1,3,4,3,3,6,2,3,1,2,1,1,1,1,7,7,4,2,6,7,1,1,1,1,1,1,1,1,1,6,1,Kansas,51 to 100,98,Undetermined,2,6,6,1,1,6,6,5,7,6,3,3,3,4,4,4,4,4,5,1,1,4,5,1,2,1,2,2,2,1,1,1,1
49,White,Undergraduate degree (BA/BSc/other),$90000–$99999,Female,2,1,4,3,4,4,3,4,4,3,4,3,5,4,2,1,2,1,1,1,1,6,7,2,1,7,7,1,1,1,1,1,1,1,2,5,5,4,California,1001 to 5000,2511,"Yes, widespread",4,2,4,4,3,3,2,3,4,2,5,4,5,3,4,2,5,2,3,3,3,2,3,4,1,1,1,1,1,1,1,1,1
19,White,High school diploma/A-levels,$80000–$89999,Male,2,4,3,4,3,3,3,2,2,2,3,3,3,3,4,1,2,1,1,6,3,6,2,7,7,4,1,4,4,4,5,5,4,3,1,5,1,5,Georgia,1001 to 5000,1119,"Yes, widespread",2,3,6,3,4,4,2,3,3,2,6,2,6,1,7,1,7,4,4,4,2,3,3,6,3,5,1,NA,NA,NA,NA,NA,NA
49,White,Graduate degree (MA/MSc/MPhil/other),$50000–$59999,Female,NA,3,6,4,3,5,2,4,3,3,3,3,3,3,4,2,2,1,1,1,1,7,7,1,1,7,7,3,1,1,1,3,1,2,2,4,4,1,California,1001 to 5000,2511,"Yes, widespread",6,4,6,3,4,5,3,5,3,3,5,1,5,5,5,3,5,4,4,2,2,4,4,1,1,1,1,2,1,1,1,2,1
23,White,Technical/community college,$20000–$29999,Male,2,1,6,2,6,4,1,6,1,2,3,1,3,4,1,1,2,2,1,5,2,2,4,3,3,6,6,3,2,1,3,3,1,1,2,3,6,1,North Carolina,501 to 1000,504,"Yes, widespread",5,2,2,3,4,5,2,6,2,1,7,2,7,2,6,2,6,4,2,2,2,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA
28,Black,High school diploma/A-levels,Less than $10000,Male,5,4,6,2,1,1,1,6,1,2,1,2,3,3,2,1,2,2,2,1,1,7,7,1,1,7,7,3,2,1,2,2,1,1,3,6,3,2,Maryland,101 to 500,349,"Yes, widespread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
28,White,High school diploma/A-levels,$10000–$15999,Male,4,3,5,3,1,3,2,4,3,3,2,6,1,2,1,1,2,1,1,1,1,1,7,2,1,7,7,2,1,1,2,1,3,2,6,6,1,1,Illinois,1001 to 5000,1535,"Yes, widespread",5,3,4,2,2,6,3,6,3,2,6,2,7,1,7,1,7,2,4,1,2,5,4,1,6,6,1,1,1,1,1,1,1
53,White,High school diploma/A-levels,$90000–$99999,Male,7,6,4,3,1,5,2,2,5,2,2,2,5,5,3,2,1,2,2,6,2,2,6,3,5,5,4,1,1,1,1,2,1,1,6,6,4,7,Georgia,1001 to 5000,1119,"Yes, widespread",2,2,6,2,2,2,2,6,2,6,2,6,2,6,2,6,2,2,2,4,4,2,4,5,1,1,1,1,1,1,1,1,1
40,White,Graduate degree (MA/MSc/MPhil/other),$40000–$49999,Male,4,3,5,3,2,4,2,4,3,2,2,2,3,5,1,1,2,1,1,1,1,7,7,1,1,7,7,3,1,1,1,1,1,2,1,7,6,2,Illinois,1001 to 5000,1535,"Yes, widespread",5,1,5,3,5,6,1,6,2,2,6,2,6,2,5,2,6,4,4,1,1,4,4,2,1,1,1,3,1,1,1,1,1
27,White,Graduate degree (MA/MSc/MPhil/other),$70000–$79999,Female,6,5,3,3,2,2,1,3,2,6,6,1,1,6,1,1,2,1,1,3,5,6,6,3,5,5,7,1,2,1,1,2,1,1,5,6,6,3,Oklahoma,101 to 500,106,"Yes, widespread",6,2,5,2,5,6,3,6,6,2,6,1,6,1,6,2,6,4,4,2,4,4,5,4,6,6,7,3,4,4,3,4,4
30,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Male,2,2,5,3,3,4,3,2,3,4,3,3,2,5,3,2,1,2,1,2,2,6,6,2,2,6,6,3,2,1,1,1,1,1,1,6,3,1,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",3,3,3,2,3,3,3,5,4,2,6,2,6,2,6,2,6,4,4,3,2,4,4,1,1,1,1,1,1,1,1,1,1
19,White,High school diploma/A-levels,$100000–$149999,Female,2,2,5,1,2,4,2,2,3,3,5,5,4,3,3,2,1,2,2,3,1,6,5,2,2,6,7,3,2,1,5,3,1,3,3,5,7,2,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",5,3,3,2,5,4,2,5,5,3,2,3,5,2,5,2,5,4,5,1,2,5,4,3,2,2,3,3,2,1,4,2,1
41,White,Undergraduate degree (BA/BSc/other),$90000–$99999,Male,8,7,2,5,3,4,1,6,2,4,7,3,6,2,4,2,1,2,1,5,1,3,7,7,7,7,7,3,2,1,1,1,1,2,7,7,1,1,Mississippi,101 to 500,377,"Yes, defined area(s)",4,4,7,4,3,5,4,7,5,1,4,4,4,1,7,1,7,2,5,1,1,5,5,1,1,1,1,4,3,1,1,2,1
56,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Female,8,7,3,4,5,2,4,3,4,2,5,2,3,2,3,2,2,2,1,3,2,5,5,6,6,5,5,2,2,1,1,2,1,1,6,6,3,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",2,3,2,2,3,3,3,3,2,5,3,4,3,5,3,2,3,2,2,4,4,4,2,1,1,1,1,2,2,1,2,2,1
27,Other,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Female,2,2,6,1,1,1,4,1,4,4,4,3,5,4,3,2,2,2,1,1,1,7,1,2,1,7,7,5,5,1,5,5,1,3,5,7,1,3,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",4,5,2,1,5,2,4,2,6,4,4,4,4,3,5,5,4,3,2,3,3,4,4,5,3,3,1,4,5,1,5,5,1
25,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Female,2,2,6,1,1,2,1,6,1,3,3,5,6,3,3,1,2,1,1,1,1,7,7,3,1,6,7,1,1,1,2,1,1,2,3,2,3,1,Texas,501 to 1000,715,Undetermined,3,3,5,2,3,3,3,5,3,2,6,2,6,2,6,2,6,4,3,2,4,4,4,2,1,1,1,1,1,1,1,1,1
24,White,Undergraduate degree (BA/BSc/other),$40000–$49999,Female,2,2,6,2,2,3,2,5,2,1,2,1,1,1,1,1,1,2,2,2,1,6,6,5,2,6,6,2,1,1,1,1,1,1,3,3,2,3,California,1001 to 5000,2511,"Yes, widespread",2,1,3,2,2,3,2,4,2,3,5,3,5,5,3,5,4,1,1,5,4,1,1,5,2,1,1,2,1,1,1,1,1
24,White,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,1,3,6,2,1,2,2,4,1,2,2,3,3,3,3,2,2,1,1,1,1,7,7,1,3,6,6,2,1,1,1,1,1,1,2,5,7,1,Minnesota,101 to 500,287,"Yes, defined area(s)",6,2,6,1,5,3,2,7,4,5,3,5,3,4,6,2,6,4,5,1,3,5,4,1,1,2,1,1,1,1,1,1,1
28,White,Undergraduate degree (BA/BSc/other),$50000–$59999,Female,2,4,5,4,5,5,2,3,2,2,6,3,4,6,4,2,2,1,1,1,1,7,7,2,2,7,7,3,1,1,1,3,1,1,2,6,4,2,Virginia,101 to 500,391,"Yes, defined area(s)",6,4,5,3,5,5,4,6,4,3,5,2,6,2,6,2,6,4,4,1,1,4,3,2,2,2,1,2,1,1,2,2,1
20,Asian,High school diploma/A-levels,$30000–$39999,Female,7,6,6,2,1,4,1,6,1,3,3,3,3,3,3,2,2,2,1,1,1,1,7,4,4,5,5,4,3,1,2,3,1,2,5,5,5,5,Texas,501 to 1000,715,Undetermined,3,2,6,1,1,3,2,7,3,4,3,6,3,7,1,7,1,2,2,3,2,2,4,4,1,1,1,NA,NA,NA,NA,NA,NA
32,Mixed,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,5,4,6,1,1,1,1,4,1,1,2,1,2,6,1,1,2,1,1,1,1,4,7,1,2,7,6,5,3,1,5,1,1,1,1,1,4,4,Ohio,501 to 1000,564,Undetermined,7,3,6,2,2,4,1,2,4,4,4,4,4,7,1,7,1,5,5,1,2,4,3,5,1,4,4,5,5,1,5,1,3
24,Mixed,Graduate degree (MA/MSc/MPhil/other),Less than $10000,Female,1,1,4,2,1,3,1,3,2,3,3,2,7,3,3,1,2,1,1,2,1,6,7,1,1,7,7,4,4,1,1,4,1,2,1,6,6,1,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",3,3,3,1,5,6,5,7,4,3,4,2,4,5,3,4,3,2,3,1,3,3,3,1,1,1,1,4,3,1,4,4,1
27,Black,Undergraduate degree (BA/BSc/other),$30000–$39999,Female,4,3,4,6,6,5,6,5,6,6,6,6,6,6,5,2,2,1,1,1,1,7,7,7,1,7,7,4,4,1,4,5,1,2,2,6,1,1,Maryland,101 to 500,349,"Yes, widespread",6,3,7,3,2,3,3,4,5,6,2,6,2,5,3,5,3,3,4,2,1,4,4,1,1,1,1,4,4,1,4,4,1
39,White,Technical/community college,$30000–$39999,Female,5,4,5,3,3,2,2,3,4,3,3,3,5,3,2,1,2,1,2,2,1,7,7,3,2,6,7,3,3,1,3,2,1,2,5,5,5,4,Texas,501 to 1000,715,Undetermined,6,2,6,2,5,5,3,2,5,5,2,1,2,5,2,1,2,4,4,2,1,4,4,3,2,2,1,4,4,1,3,2,1
26,Black,Undergraduate degree (BA/BSc/other),$70000–$79999,Male,5,4,1,4,1,1,3,6,4,1,2,4,3,2,4,2,1,2,2,2,1,4,5,6,3,3,4,5,4,5,3,5,5,2,1,1,1,4,Illinois,1001 to 5000,1535,"Yes, widespread",2,2,4,1,2,2,1,3,6,2,4,2,6,2,1,2,1,1,5,4,5,3,5,4,6,7,7,5,4,4,4,5,5
19,Black,High school diploma/A-levels,More than $150000,Female,4,3,4,4,4,5,2,4,2,2,5,2,2,2,2,1,2,2,1,6,5,6,3,2,1,5,5,1,1,1,1,1,1,1,3,5,1,3,Maryland,101 to 500,349,"Yes, widespread",3,3,2,2,2,2,3,5,3,2,6,4,5,6,3,5,3,3,4,4,5,3,3,2,4,4,1,3,4,1,2,1,2
34,White,Undergraduate degree (BA/BSc/other),$80000–$89999,Male,5,4,5,2,6,2,2,4,2,2,2,2,2,2,3,2,1,2,2,4,4,6,4,4,4,4,4,1,2,2,1,1,1,2,5,5,4,3,North Carolina,501 to 1000,504,"Yes, widespread",2,2,4,2,3,3,3,3,2,5,3,5,3,3,5,3,5,3,3,2,2,2,2,4,2,2,2,1,1,1,1,1,1
53,White,High school diploma/A-levels,Less than $10000,Female,6,5,4,3,2,5,1,3,1,3,1,2,2,2,3,2,1,1,2,6,5,3,3,6,5,3,5,1,1,1,1,1,1,1,6,6,5,1,Arkansas,101 to 500,230,"Yes, defined area(s)",2,2,3,2,5,4,2,5,3,3,2,2,2,3,2,2,2,5,5,1,1,4,5,1,1,1,1,1,1,1,1,1,1
30,White,Undergraduate degree (BA/BSc/other),$10000–$15999,Female,6,5,6,2,2,3,2,5,2,1,2,2,3,3,1,1,2,1,1,3,3,5,5,3,5,5,6,2,4,1,1,1,1,2,5,6,6,2,Kentucky,101 to 500,163,Undetermined,6,1,5,3,3,3,1,6,2,5,3,5,3,5,5,3,5,4,4,1,2,4,5,2,2,3,2,2,4,1,2,2,1
45,White,Graduate degree (MA/MSc/MPhil/other),$40000–$49999,Male,5,4,5,5,3,2,2,5,2,2,3,2,3,3,2,1,2,1,2,6,6,5,5,6,5,6,6,3,3,2,2,4,1,1,1,5,6,2,North Carolina,501 to 1000,504,"Yes, widespread",2,2,4,2,3,5,3,6,2,5,2,6,2,4,3,5,3,4,4,2,2,4,4,2,2,2,2,2,1,1,2,4,1
65,White,High school diploma/A-levels,$80000–$89999,Male,7,6,4,3,3,3,3,4,4,2,5,3,5,3,2,2,2,2,1,4,3,4,5,5,4,5,5,1,1,1,1,1,1,1,6,5,2,3,Nevada,101 to 500,278,"Yes, defined area(s)",3,3,4,2,3,3,2,3,2,5,3,4,3,3,4,3,4,3,4,2,3,4,2,3,4,3,2,1,2,1,1,1,1
40,White,Undergraduate degree (BA/BSc/other),$70000–$79999,Female,2,2,6,2,4,1,2,5,1,1,1,1,3,1,1,2,1,2,1,1,1,7,7,1,1,7,7,4,3,1,4,2,4,1,3,7,4,1,Nevada,101 to 500,278,"Yes, defined area(s)",1,1,3,2,2,2,1,2,1,6,2,3,3,5,3,5,2,2,1,4,5,1,1,1,1,1,1,2,1,1,2,1,4
30,White,Undergraduate degree (BA/BSc/other),$40000–$49999,Male,1,1,1,6,6,6,5,1,6,2,6,1,3,2,1,1,2,1,1,1,1,7,4,1,1,7,7,4,3,1,1,2,1,3,1,6,5,1,California,1001 to 5000,2511,"Yes, widespread",4,1,6,4,7,7,1,7,3,7,1,7,1,7,1,7,1,3,3,2,2,3,3,1,1,1,1,4,4,1,1,1,1
40,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Male,7,6,4,5,5,4,4,3,4,2,3,3,3,4,2,2,1,2,2,3,5,7,5,2,5,6,6,3,4,2,4,3,2,2,5,6,5,4,Florida,1001 to 5000,1373,"Yes, defined area(s)",2,3,3,2,3,2,2,3,2,5,2,5,3,2,3,6,3,2,4,4,3,4,4,5,6,4,5,4,5,2,5,4,3
62,White,High school diploma/A-levels,$20000–$29999,Female,4,4,6,1,1,3,2,4,3,1,5,2,3,4,2,1,2,1,1,2,1,7,7,2,1,6,7,1,1,1,1,1,1,1,5,6,6,1,North Carolina,501 to 1000,504,"Yes, widespread",3,3,6,1,1,2,2,3,2,2,4,2,4,3,4,3,4,2,1,4,5,2,2,1,1,1,1,1,1,1,1,1,1
23,White,Undergraduate degree (BA/BSc/other),Less than $10000,Female,7,6,5,3,5,4,2,3,3,3,5,3,5,3,3,2,1,2,1,6,5,3,5,3,4,5,5,2,4,1,4,3,1,2,6,2,2,3,Michigan,1001 to 5000,1791,"Yes, defined area(s)",6,4,6,3,5,6,3,5,3,2,3,5,3,3,3,4,5,4,4,4,2,2,3,3,4,1,1,2,3,1,4,3,1
19,White,No formal qualifications,$100000–$149999,Male,7,5,1,2,5,5,2,2,3,3,2,2,6,4,2,1,1,2,2,4,5,3,5,7,7,5,6,4,1,2,2,2,2,1,6,6,2,4,Arizona,101 to 500,326,"Yes, widespread",3,2,6,2,3,6,2,6,3,6,2,6,2,2,6,2,6,4,4,1,1,4,2,5,4,2,1,4,4,4,3,2,1
58,White,Technical/community college,$20000–$29999,Male,8,7,4,5,4,4,3,4,3,3,3,3,4,3,2,2,2,1,1,1,1,7,7,7,7,1,7,1,1,1,1,1,1,1,6,3,4,5,California,1001 to 5000,2511,"Yes, widespread",2,1,5,6,6,6,2,3,4,3,6,2,6,2,6,2,6,4,4,1,2,3,4,5,1,1,1,1,1,1,1,1,1
70,White,Technical/community college,$90000–$99999,Female,2,2,6,2,1,2,1,4,1,2,1,1,3,1,2,2,2,1,1,4,1,7,7,1,1,7,7,3,3,1,1,1,1,2,6,7,4,1,Ohio,501 to 1000,564,Undetermined,2,3,4,2,6,6,3,6,2,2,5,2,5,3,5,1,5,3,4,2,2,4,4,1,1,1,1,1,1,1,1,1,1
68,White,Graduate degree (MA/MSc/MPhil/other),$70000–$79999,Male,5,4,5,5,5,4,5,3,1,2,1,2,1,2,1,2,1,2,2,2,5,6,4,7,2,5,7,3,3,1,4,3,1,1,1,5,6,1,Colorado,501 to 1000,921,"Yes, widespread",4,2,6,2,2,3,2,1,2,5,2,6,1,6,1,6,1,5,5,1,4,5,5,1,1,1,1,3,3,1,4,4,1
19,Black,Technical/community college,$40000–$49999,Female,2,2,5,6,5,4,1,6,1,1,2,1,1,1,1,2,1,2,2,4,1,7,6,2,1,7,7,5,5,1,5,5,1,1,2,3,6,2,Texas,501 to 1000,715,Undetermined,7,2,6,1,1,5,1,1,7,1,4,1,4,7,2,1,1,5,5,1,1,5,5,3,4,4,2,4,5,1,3,5,1
23,White,Undergraduate degree (BA/BSc/other),Less than $10000,Female,1,1,6,2,3,4,1,6,3,1,2,2,2,3,1,1,1,1,1,1,1,7,7,1,1,7,7,4,3,1,4,4,2,1,2,6,7,1,Washington D.C.,101 to 500,183,Undetermined,6,2,5,3,5,6,2,4,3,2,6,2,6,2,4,4,6,4,3,2,2,3,4,1,1,1,1,3,3,1,3,4,1
37,White,High school diploma/A-levels,$20000–$29999,Male,2,1,5,2,2,3,1,4,2,1,1,1,3,2,2,1,2,1,1,3,2,6,7,1,1,7,7,4,3,2,3,5,4,2,2,5,6,1,Missouri,101 to 500,255,Undetermined,3,3,3,1,1,2,3,4,1,5,3,5,3,5,3,5,3,2,4,2,3,4,3,1,1,1,1,3,2,1,2,4,4
